category,product_name,vendor_name,product_capterra_url,url,rating,total_reviews,description,image,_source
Warehouse Management,WarehouseManager,Swisslog,https://www.capterra.com/p/12520/WarehouseManager/,https://www.capterra.com/p/12520/WarehouseManager/,4.5,2,Modular warehouse management and execution software designed to optimize your warehouse operations.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/1da9bf42-810f-4bbd-aade-67274553191d.png,https://www.capterra.com/warehouse-management-software
Vpn,12VPN,Wanwire,https://www.capterra.com/p/246929/12VPN/,https://www.capterra.com/p/246929/12VPN/,5,1,"VPN software for users to mask IP addresses, bypass geo-restrictions, and unlock entertainment websites to access streaming content.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ab6f97c9-76b0-4ab9-864c-3fea1cd25c6d.png,https://www.capterra.com/vpn-software
Visitor Management,HID Visitor Management Solutions,HID Global,https://www.capterra.com/p/135472/HID-Visitor-Management/,https://www.capterra.com/p/135472/HID-Visitor-Management/,5,1,"With more flexibility in workflow and deployments than anyone else in the market, HID Visitor Management Solutions partners with you to fit your organization and timeline. Create a great first impression and reduce visitor wait times, all while preventing piggybacking and security breaches. Ensure correct access provisions for every identity type on every visit - at the front desk or through an automated self-service check-in, reducing operational burdens on front desk staff.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d4fcae78-c38b-45d5-9f7c-7ddb2b830423.png,https://www.capterra.com/visitor-management-software
Vulnerability Management,Sentinel Source,WhiteHat Security,https://www.capterra.com/p/211005/Sentinel-Source/,https://www.capterra.com/p/211005/Sentinel-Source/,4,1,Vulnerability management tool that enables businesses to scan source codes and enforce application security across DevOps processes.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0f79ff8c-c28c-45aa-8678-e9dbe7d34f20.png,https://www.capterra.com/vulnerability-management-software
Vpn,AIASVPN,AIAS Media Ventures,https://www.capterra.com/p/207216/AIASVPN/,https://www.capterra.com/p/207216/AIASVPN/,5,1,"Application that offers a secure browsing experience with top-notch, no-log Internet security that protects your online.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/60bead23-a696-4468-a724-d8f0d0f89f2b.png,https://www.capterra.com/vpn-software
Warehouse Management,Astro WMS,Consafe Logistics,https://www.capterra.com/p/126781/Astro-WMS/,https://www.capterra.com/p/126781/Astro-WMS/,3,2,"We consist of 400 employees & support our global clients from our subsidiaries in SE, DK, NO, PL, NL & UK",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ddb32114-8826-4376-aede-58b0bf8a73f8.png,https://www.capterra.com/warehouse-management-software
Virtual Tour,TeliportMe,TeliportME,https://www.capterra.com/p/234888/TeliportMe/,https://www.capterra.com/p/234888/TeliportMe/,4.8,98,TeliportMe helps real estate agents and sales reps create high resolution 360-degree virtual tours ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/4e945029-2320-41d6-b933-3fe1bc09553e.png,https://www.capterra.com/virtual-tour-software
Volunteer Management,VSpark,The Spark Team,https://www.capterra.com/p/173085/VSpark/,https://www.capterra.com/p/173085/VSpark/,5,5,"Event volunteer management with email and text messaging, assignment based questions, restricted assignments, and mobile enrollment.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d96597d4-bc85-4255-af82-03bbd6d26d03.png,https://www.capterra.com/volunteer-management-software
Vpn,Pangeo,Five Media Marketing,https://www.capterra.com/p/184702/Pangeo/,https://www.capterra.com/p/184702/Pangeo/,5,1,"Pangeo Premium VPN allows businesses to view, monitor, and analyze geo-targeted campaigns in over 150 worldwide locations for FREE.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/4b833a15-0a53-4922-9701-dc9b364a95ff.png,https://www.capterra.com/vpn-software
Vpn,PrivadoVPN,Privado Networks,https://www.capterra.com/p/229482/PrivadoVPN/,https://www.capterra.com/p/229482/PrivadoVPN/,5,1,"It is a VPN solution that helps users access global servers, use secure encryption protocols, set up proxy IP addresses, and more. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/46b7e265-b491-4afc-bf2e-bb20e4c22e97.jpeg,https://www.capterra.com/vpn-software
Volunteer Management,ViVil,ViVil,https://www.capterra.com/p/198943/ViVil/,https://www.capterra.com/p/198943/ViVil/,4.4,5,Team collaboration for volunteer groups. All planning and communication in one place. ViVil makes it easy for everyone to stay engaged.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/454ac9fc-548f-413a-9d31-6864b6eb836a.png,https://www.capterra.com/volunteer-management-software
Visual Search,SentiSight.ai,Neurotechnology,https://www.capterra.com/p/266676/SentiSight/,https://www.capterra.com/p/266676/SentiSight/,4.9,8,SentiSight.ai is a platform that can be used for image labeling and for developing AI-based image recognition applications.,https://gdm-catalog-fmapi-prod.imgix.net/VendorLogo/cb362d5b-438b-4e50-afac-024400bccd3a.png,https://www.capterra.com/visual-search-software
Virtual Tour,My360,Plush Global Media,https://www.capterra.com/p/169875/My360/,https://www.capterra.com/p/169875/My360/,4.9,51,Virtual tour software that lets you shoot and build cost effective virtual tours quickly and easily. Great for Real Estate Photography,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/47deec36-a974-46f6-90a8-a9ee3d340a11.png,https://www.capterra.com/virtual-tour-software
Vpn,Incognito VPN,Gate100,https://www.capterra.com/p/234451/Incognito-VPN/,https://www.capterra.com/p/234451/Incognito-VPN/,4,1,"It is a VPN solution that helps businesses prevent DNS leaks, bypass censorships, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/66d4cf1d-fc8b-4495-8d75-1f6013d37a9b.png,https://www.capterra.com/vpn-software
Volunteer Management,Raptor Volunteer Management,Raptor Technologies,https://www.capterra.com/p/187617/Raptor-Volunteer-Management/,https://www.capterra.com/p/187617/Raptor-Volunteer-Management/,5,4,"Raptor Volunteer Management software streamlines application to screening to reporting, and ensures school safety with each check-in.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/a1e9eb28-4fe4-4720-92d8-1540f2abe0bb.jpeg,https://www.capterra.com/volunteer-management-software
Volunteer Management,Roster Volunteers,Roster Volunteers Online System,https://www.capterra.com/p/197573/Roster-Volunteers/,https://www.capterra.com/p/197573/Roster-Volunteers/,5,4,"A robust online scheduling system designed to be extremely easy to use, yet structured and versatile.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/bba13efb-b234-4705-848f-2c03cac8e5c8.png,https://www.capterra.com/volunteer-management-software
Visual Search,piXserve,piXlogic,https://www.capterra.com/p/34308/piXserve/,https://www.capterra.com/p/34308/piXserve/,5,3,"Image and Video Search. Automatically index, search, and retrieve images and videos based on visual content.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ac6e5f55-3012-4ae7-b14a-6f65520b1561.png,https://www.capterra.com/visual-search-software
Vpn,remote.it,remot3.it,https://www.capterra.com/p/192107/remote-it/,https://www.capterra.com/p/192107/remote-it/,4,1,"Create secure port forwarding between two or more devices that is invisible to hackers, spies, or malware.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/acd8e66c-e0cc-4774-b018-c9c147ade2fa.png,https://www.capterra.com/vpn-software
Volunteer Management,iVolunteerOnline,79ware,https://www.capterra.com/p/137988/iVolunteerOnline/,https://www.capterra.com/p/137988/iVolunteerOnline/,5,3,Scalable and affordable multi-date volunteer scheduling solution that is suitable for both small and bigger events.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/7e26b0b1-630e-41f0-852b-78bd8e9a11a4.png,https://www.capterra.com/volunteer-management-software
Volunteer Management,Meet The Need,Meet The Need,https://www.capterra.com/p/167663/Meet-The-Need/,https://www.capterra.com/p/167663/Meet-The-Need/,5,1,"Designed for churches and charities, it is online software that helps with the management of volunteers, events, and cases.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d73d55d4-a837-4561-b830-711598dff6d1.png,https://www.capterra.com/volunteer-management-software
Virtualization,Cloud Servers,Rackspace,https://www.capterra.com/p/129648/Cloud-Servers/,https://www.capterra.com/p/129648/Cloud-Servers/,4.1,16,Virtualization platform that helps companies with virtual Linux and Windows servers that are both elastic and persistent.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/160c73ac-966b-4176-8f78-9f6fcd526fd8.png,https://www.capterra.com/virtualization-software
Visitor Management,CONCIERGEpad,CONCIERGEpad,https://www.capterra.com/p/164112/CONCIERGEpad/,https://www.capterra.com/p/164112/CONCIERGEpad/,4.5,61,"iPad visitor security checkin system for EDU, business and healthcare focusing on increased security, efficiency and modern experience.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/141c94e3-d97f-4a48-9bc5-55332af4a1a5.png,https://www.capterra.com/visitor-management-software
Warehouse Management,PULPO WMS,KMB Ventures,https://www.capterra.com/p/168648/PULPO-WMS/,https://www.capterra.com/p/168648/PULPO-WMS/,5,1,PULPO WMS is a cloud-based warehouse management system that allows for easy and fast warehouse optimization. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/e6e0618e-0c20-4e6b-a300-861e1ed44401.png,https://www.capterra.com/warehouse-management-software
Virtual Tour,Lapentor,Lapentor,https://www.capterra.com/p/172484/Lapentor/,https://www.capterra.com/p/172484/Lapentor/,5,3,Cloud-based virtual tour software that allows you to easily make virtual tours for anything.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0a781c0c-2aa5-4e17-9293-0c87e15eea24.png,https://www.capterra.com/virtual-tour-software
Warehouse Management,StockOne,Mieone Technologies,https://www.capterra.com/p/165050/StockOne/,https://www.capterra.com/p/165050/StockOne/,5,1,"A warehouse management solution to manage the inventory life cycle with location based inventory, order processing, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/f83163de-f317-427f-b83e-4dbb32f3a3ee.png,https://www.capterra.com/warehouse-management-software
Virtualization,ZeroTier One,ZeroTier Networks,https://www.capterra.com/p/138369/ZeroTier-One/,https://www.capterra.com/p/138369/ZeroTier-One/,4.9,8,"Network virtualization platform that helps businesses connect devices including mobile, desktop, data center resources, & more to VPN.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/a1c9fed4-fd56-4413-b522-759b3b2fdbe8.png,https://www.capterra.com/virtualization-software
Warehouse Management,Anchanto Warehouse Management,Anchanto,https://www.capterra.com/p/235385/Wareo/,https://www.capterra.com/p/235385/Wareo/,4,1,Anchanto Warehouse Management is an intuitive SaaS platform enabling e-commerce fulfillment and logistics operations.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ae2072c1-cd36-48d5-a97f-3d1e4806af5f.png,https://www.capterra.com/warehouse-management-software
Visitor Management,Raptor Visitor Management,Raptor Technologies,https://www.capterra.com/p/111900/Raptor-vSoft/,https://www.capterra.com/p/111900/Raptor-vSoft/,4.6,26,Know precisely who is on campus; screen entrants; confirm students are released to approved guardians; and reduce COVID-19's spread. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/602d271f-242c-4f99-8810-1c66fa60256a.jpeg,https://www.capterra.com/visitor-management-software
Visitor Management,ScholarChip Visitor Management,ScholarChip,https://www.capterra.com/p/137230/ScholarChip-Visitor-Management/,https://www.capterra.com/p/137230/ScholarChip-Visitor-Management/,4.1,26,Visitor Management software designed specifically for schools.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/5394cd42-d3db-4db7-b3d6-ee9671ed74c5.png,https://www.capterra.com/visitor-management-software
Warehouse Management,DCWarehouse Automation,DCSC,https://www.capterra.com/p/129772/DCWarehouse-Automation/,https://www.capterra.com/p/129772/DCWarehouse-Automation/,4,1,A full blown distribution and manufacturing WMS and Shipping Solution.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/535bb324-f7d1-4914-be60-9d5ce9a13fd0.png,https://www.capterra.com/warehouse-management-software
Warehouse Management,GIS Company - Warehouse Management,Ranocchi Fabriano,https://www.capterra.com/p/217800/GIS-Company-Warehouse-Management/,https://www.capterra.com/p/217800/GIS-Company-Warehouse-Management/,4,1,"Warehouse management solution to help businesses manage stock, barcode scanning, order details, customers, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/2303c98c-a296-4282-9818-58033af0b625.png,https://www.capterra.com/warehouse-management-software
Visitor Management,VisitLog,RIW Software Technology,https://www.capterra.com/p/136157/VisitLog/,https://www.capterra.com/p/136157/VisitLog/,4.5,21,Download and test for free. Visitor Management System touchless sign in. VisitLog guides and help thousands of visitors every day.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/bea879ac-41e6-490c-9f73-9ca5af0284ce.png,https://www.capterra.com/visitor-management-software
Virtual Private Server,Vultr,The Constant Company,https://www.capterra.com/p/228645/Vultr/,https://www.capterra.com/p/228645/Vultr/,4.7,9,"Solution for deploying and managing cloud/private servers, solid-state drives (SSDs), hosting, cloud infrastructure, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/502023a9-829d-46d2-a289-877e80b483f4.jpeg,https://www.capterra.com/virtual-private-server-software
Virtual Tour,Made Snappy,Made Snappy,https://www.capterra.com/p/183111/Made-Snappy/,https://www.capterra.com/p/183111/Made-Snappy/,5,1,"Virtual tours for the real estate industry that helps users save money, time and increase their inventory. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/59be9453-879c-4eb2-b306-9c87acbdd465.png,https://www.capterra.com/virtual-tour-software
Virtualization,Virtualization Manager,SolarWinds,https://www.capterra.com/p/179420/Virtualization-Manager/,https://www.capterra.com/p/179420/Virtualization-Manager/,4.2,5,Get detailed virtualization performance management. Fix virtualization issues to eliminate VM sprawl. Free for 30 days.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0c155e18-4ec2-4db5-9e6b-6339476126d5.png,https://www.capterra.com/virtualization-software
Virtual Tour,Virtual Tour Easy ,DREAMOND,https://www.capterra.com/p/180673/VirtualTourEasy/,https://www.capterra.com/p/180673/VirtualTourEasy/,5,1,"Create 360? real estate virtual tours with features such as api, statistics and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/cf389225-0c48-41ba-b91d-713c62f804c0.png,https://www.capterra.com/virtual-tour-software
Virtual Private Server,SequenceServer Cloud,Pragmatic Genomics,https://www.capterra.com/p/249609/SequenceServer-Cloud/,https://www.capterra.com/p/249609/SequenceServer-Cloud/,5,2,Rapidly set up a BLAST+ server with an intuitive user interface to handle analysis and visualization of scientific data. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/5e0a3427-3a83-469b-840c-9f5cf1d13e75.png,https://www.capterra.com/virtual-private-server-software
Virtual Tour,VPiX 360,VPiX,https://www.capterra.com/p/158781/VPiX-360/,https://www.capterra.com/p/158781/VPiX-360/,5,1,"Cloud tools for building, publishing, and sharing of online virtual tours.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b466b55f-236f-4ca8-b8f2-19fa778b3662.png,https://www.capterra.com/virtual-tour-software
Virtual Tour,VisualStager,3Discrete,https://www.capterra.com/p/235667/VisualStager/,https://www.capterra.com/p/235667/VisualStager/,1,1,"Virtual tour solution that helps businesses click images of rooms, add furniture and share staged photos in JPG format.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/338ac4d4-09b8-46d6-aef1-63a4efd846e8.png,https://www.capterra.com/virtual-tour-software
